origin_path;new_name
/DRE/Categoria/Patrimoniale/2 - Fabbricati Terreni di Terzi/21 - Contratto di locazione concessione passiva/efm_doc_file-documentò-00052975-1.pdf;01002428-CONTRATTO-1997.pdf
